"","text"
"1489"," worth price date stay november family arrived hotel conference dates listed arrived decided valet car parked selfparking lot knew long walk self parking lot good minute walk hotel room night lot extremely dark confusing manage odd layout hotel concerning lack security parking lot lot merely open come serve lot overnight guests share temporary visitors way hotel discern parked despite safety distance issues hotel charged selfparkingonce arrived upgraded cottage room little know mistake arrived cottage room decidely underwhelming room cost room small badly renovated bath smaller expected caliber hotel heating work deserts cold night hot water ran minutes minutes fine person familythe checkin attendant upgrading room stated semiprivate room overlooking main grounds semiprivate means hearing honeymoon couple door drunken noises bar attendant right windows old means double glazing heat sound view grounds hedges grown ca nt sitting patio furniture stand noticed problem lot cottages reason hedges grown high amenities right cottage rooms chess puttputt amenities touted immediately cottage rooms means little johnny misses putting shot coming roomhouseekeping pretty decent weird choices day given washcloths day cloths removed replaced bath mat mat removed wellone day trip decided drop kids kids korral touted baby sitting option arrived noticed entrance korral reached access road commerical deliveries playground dierctly accross korral separated construction access road avoiding truck pain disconcerting door korral room open access road direct supervision korral attendant seated immediately outside korral room precocous child trying playground construction access area equals disaster oh forgot mention basketball court playground open lots power construction tools plugged laying aroundthe hotel costs usually arbitrary chocolate cookie charged cafe cookie pool used bottled water room listed checked water miniscule amunts food paled comparison overpriced food cafe restaraunt wildy overpriced quality cafe serve lost childfriendly breakfast foods forced order takeout restaruant ordered oatmeal given starbucks coffee cupthe day stay straw family got early pack trip home glad head housekeeper opened door room inquire leaving despite hotel policy noon checkout time completely unprofessional entering room permission housekeeper actually gave attitude leaving earlier apologies just attitude way property saw contractors hotel condo construction project fishing aqueduct near property contractors actually taking selfparking spots clientele fishing management focused time obtaining conferences selling condos forgotten basics customer service "
"1490","worst service worst experience long time desk staff rude disrepectful wait hours room readied bagsthis definitely star resort place stay phoenix "
"1491"," worth price free scorpion room tho attach esteemed biltmore„á tag supposed resort spa shameful husband spent days conference attending sept company paying money wasn„á„© coming pockets disgusted night„á„© hotel room large bathroom weird layout shower stall showing age mold cracks molding carpet stains disgusting plentifulyuck huge noticeable tear desk lamp decorative pillow scungy old fabric balls biggest surprise scorpion crawled bed floor window drapes room literature mention watch scorpions desk wasn„á„© fazed maint man came remove wasn„á„© fazed husband called desk hearing ordeal got sarcastic reply mark lambert desert„á we„á„©„àe biltmore camping desert floor btw mark customer facing job„á‚èe„á„© way arrogant comp„á„©„∂ room moved cottage k sprayed bugsscorpions cottage yrs old shows dingy safety runner handles marble floored small dark shower stall safety hazard lawsuit waiting happen dark lighting dead bugs lying ceiling light covers hey scorpions aren„á„© lucky ac barely spit cold air pm night storage space clothing small drawers dedicated mini bar liquor snacks overpriced fridge loaded beverages booze„á‚êo room water bottle restaurant closed remodeling wright restaurant severly limited menu choices overpriced went nights just decent food choices starbucks caf‚è‚ë„Ñ place food paid dearly items coffee bagel cream cheese options limited know we„á„©„àe resort feel like prisoners food choices vending machines soda machines heaven„á„© sake place sooooo overpriced worth night day housekeeper left patio door wide open thank god valuables weren„á„© stolen went salon champagne pedicure nothing special you„á„©„∂ expect famous spa„á average service local salons mimosa glass cheap champagne nothing biltmore spa just iced tea think make people shell tons cash they„á„©„àe wrong we„á„©‚ùe nicest places abroad nice places come experiences knowledge az biltmore loser„á‚èon„á„© bother staying sure grounds lovely staff members great need pluses price "
"1492","handicap access perspective recently spent nights biltmore speaking role conference restricted wheelchair multiple foot fractures good bell staff excellent timely needed push wheelchair large hotel campus architecture history hotel significant bad campus readily handicap friendly sign restroom door door nt allow access construction campus steep inclines forced bellman called wanted restaurant dinner expensive hamburger tomato soup iced tea including tip plus better burgers fries fast food joints layout campus caused lot money spent bellmen tips paying night checkout reviewed access issues able visit pool hotel amenities thanks reading "
"1493","worst worst hotel experiences life moment wife walked knew trouble carpet filthy odor lobby switched room odor room got gum stains carpet mention stains bed spreadsimply horrible "
"1494","nice grounds pathetic service standards perspective frequent business traveler member highest tier hotel chain frequent stay programgood grounds nicely manicured original frank lloyd wright buildings iconic service biltmore grill good upgraded king room spaciousbad pathetic service starts arrival valetbell desk offer help luggage desk keys nt work causing return keys minute walk room summer degree temperatures clock radio broken coffee maker request none room delivered used filter coffee grounds housekeeping wake banging door twice nt answer fitness center start turning lights tvs minutes closing working told umbrellas borrow lightning storm comes upgraded king room bathroom shabby shower small food biltmore grill priced small portions room safe large small laptop recommendation want experience arizona biltmore just visit meal drink stay following royal palms phoenician fairmont scottsdale princess sanctuary camelback boulders westin kierland ritzcarlton seasons scottsdale "
"1495","perfect place relaxing babymoon reading reviews website skeptical husband decided spend little money days luxurious week soso visited tripadvisor got worried hotel perfect wanted super relaxing staff service star perfect size atmosphere glad nt large chains rooms building cozy upgraded better room arrival yes food pricey tasted soso nt food plus nt fancy dining just wanted relax pool rented cabana days perfect day just grabbed chairs pool considering memorial day weekend lot families kids worried noisy chaotic nt took naps pool fact hotel covers lot space unless planning golf check pool restaurant nt lot walking seven months pregnant happy "
"1496","eh honestly just nt understand fuss hotel booked room king bed scrounge arrived grounds nice suppose quite pricey sensible leave property phoenix city really requires car order parking hotel hard come conveniences upscale hotels lacking coffee room order room service room fine gotten similar mainstream chain hotel admittedly advantage spa facilities hotel nt makes great average hotel exorbitant price "
"1497","beautiful weather beautiful grounds arrived tuesday thanksgiving weekend room paradise wing adequate nothing special communal balcony bathroom lacked counter space certain amenities breakfast day served cold spoke desk dificienciesi say wednesday service improved hotel quite grounds magnificent activities available pool kept enjoyed families children "
"1498","scorpion room rude staff overall stay great night scorpion room hotel sent exterminator harassed making big deal scorpion morning checkout desk overheard maintenance man manager employees making fun incident reaction type service expect resort hotel "
"1499","lovely hotel perfect corporate retreat stayed biltmore december business conference think trip advisor reviews accurate beautiful hotel fabulous grounds architecture rooms need renovation room nice size overlooking pool furnishingsdecorations generic little outdated hotel restaurant excellent enjoyed sitting pool area spa destination like phoenixscottsdale fitness center spa amenities impressive business travelers stay hotel perfect place conference nt want use money vacation unless great rate renovate rooms "
"1500","hated place arizona biltmore extremely disappointing rooms old probably upgraded s furniture broken nt look different lowend motel second gripe billing charged valet parking day self parked mile long walk charged minibar expenses used charged fictitious expenses gift shop called got charges revoked charged delivering revised figure hotel conceirge packed restaurant closed return hotel food menu listed pasta angel hair fresh roma tomatoes parsley olive oil garlic worst thing earth boiled pasta sun dried tomatoes thrown burger ordered came fries ketchup absolute yuk never understood exorbitant fees tagged romantic weekend breakfasts lunch cost say worth thatyeah hotel grounds pretty just sucked honestly place stars "
"1501","beautiful biltmore fabulous history location style wow az biltmore certainly received mixed reviews humbly state world travelor stayed grand resorts world humble opinion arizona biltmore worth stay hotel unique history arizona property match sure formal season ritz staff proper perfect want enjoyed biltmore unique location history flr style hotel look like cookie cutter product upscale chain ritz season etc want hotel unique arizona dropped city look just homei agree room price high seriously prices high fabulous luxury hotel location location location peak season respectfully point comparison stayed phoenician beautiful typical decor upscale hotel world stayed camelback inn desert scape beautiful quiet grand lush biltmore visited phoenixscottsdale area resorts biltmore grounds pools room stayed main building mountain view comfortable nice bed just good heavenly bedto staying biltmore special experience walking bilmore estate drive viewing lovely mulimillion dollor homes fun hiking mountain historic wrigley mansion stunning need repair soaking arizona sun instead chicago winter pricelessgood luck decision matter stay typical arizona weather grateful afford travel enjoy stay "
"1502","loved resort amazing space lot bored "
"1503","ca nt wait return property superb second visit reservations department file preferences placei wish additional place eat breakfast dinner grounds lines longer expected reservations "
"1504","bilkmore property beautiful maintained service thing altogether fridges stocked nt dare fridge intention consuming charged arm legmysterious extra charges appeared credit cards numerous people group stayed convention past summer hotel unhelpful rectify situation months later charges mysteriously appear explanationdo nt waste time money place bilkmore "
"1505","horrific overrated hotel disappointed hotel second walked property things progressed bad horrible checkin excruciatingly slow reception employee pleasant nt know say waited minutes room showed room map looked really far away asked closer said none available said compensate distance given special luxury rooms whispered room goes night ha joke turned walk outside room connect main building degrees outside bell hops available help numerous suitcases sweating time minutes later got room room joke tiny poor decor way worth k night let trudged reception desk explained dissatisfaction esp distance lo behold room suddenly available bit walk manageable nightmare started second day discovered late night closet flooded clothes shelves hangers soaked midnight manager said send pick clothes dried explained husband nt clothes left closet got laundry items missing advised desk manager said follow minutes hour later went desk chatting joking employee nt begun checked hour later said nt know happened laundry manager morning explained manager got advised room wrote note effect leave laundry manager guess awakened furious clothes called just tell missing end clothes recovered explanation whyon ridiculously overpriced bottle coke stick deodorant room service extortionate food deli restaurant restaurant closed duration stay mediocre best service bar slow staff generally inexperiencedthe worst billing checkout twice delay departure getting settled worse group excess unexplained charges credit card dozen reported billed additional amounts recenlty week months stay overall worst hotel stays free "
"1506","historic resort classic historic hotel kind grounds beautiful president herbert hoover stayed celeb worth staying just history simple things like coffee maker room annoying especially price paying "
"1507","best ok restaurant food good housekeeping staff friendly polite masseuse friendly left treatment satisfied relaxed room decor tasteful bed quite comfortable given biltmore disappointed perfunctory service saw desk spa staff expected consistent superior service nt major complaint unexpectedly billed bellman services nt use comment let explain charge areas saw lack attention definitely mosquitoes expect visitors expect mosquitoes desert despite hotel manager response lines property ground ponds breeding areas mosquitoes late afternoonearly evening lawn event think hotel forethought provide repellent esp mosquitofish survive desert heat spa asked attendant hair bands response spa biltmore property hair bands c ability hear conference room dreadful air conditioner droned broadband access room tech support person efficient knowledgeable liked resort fee covered broadband access got kidding outlets desk use unplugged wrong appliance resulted phone tech support person truly recommend hotel goal restful pampered stay notch establishment "
"1508","ruined vacation believe said terrible hotel chose reputation ignored people bad experience way place close star property let start beginning spent extra money book room mountain garden view credited day foodbooze really looking forward eating wright relaxing swimup bar checked told valet parking day selfpark chose selfparking nt minded paying parking right near room blocks away good hike heat checked pm room gave windows view patio ac nt workthey moved similar room sliding glass door working ac garden mountain view view shrubs way stayed cottages husband said felt like cave carpet stained tiles bathroom broken cracked bed obviously hard pillowtop kept sliding bed terrible night sleep tv nt hbo pools probably worst stay pools filthy mean really nasty water green cloudy greasylooking hot went swimming pulled hand water long black hairs wrapped service pool bar rude husband ordered michelob ultra girl took order disappeared minutes came said umm lot things michelob ultra bar inside suppose really want kind star service charge beer want went make reservations dinner wright closed renovations course posted website informed checked ini tell know stay waste money time stayed phoenician seasons true luxury resort money wasted "
"1509","okay fantastic checking price upscale hotels phoenix scottsdale decided stay biltmoreoverall trip pleasant discounted summer rate reasonable line hotel little inconsistencies want return againfor example check helped warm dwelcoming gentleman requested late check women desk seemd unhappy smile rooms bit dissapointing requested room king smoking available offered double smoking apatio happy upgrade paid dissapointed privacy walk balcony balcony corner balcony totally covered trees absolutely view itthe inconsistencies countinued quality property main pool area clean way crowded nd largest pool area better choice offered child pool adult pool apeaceful setting ventured smaller pools came slimey pools towels worth searchthe biggest rip food ate times car worth price nt eat unless toooverally fun nt necessarily recoomend hotel unless looking cheapest star hotels booked fantastic deal "
"1510","great hotel ca nt say clientele second stay az biltmore convention expense feel hole burning wallet ah screwup lovely accommodating desk clerk tiffany scored mother upgrade private cottage obscenely comfy bed privacy key enjoyment weekend stay clientele spring break variety loud obnoxious kids teenagers young adults paradise main pool avoid instead mother respite fountain pool far spa got pricey pampering yep extra charges griped pretty absurd room service expectedly highpriced add delivery charge um room service delivery service charge tip large pot coffee cups apiece cost sheeshwithout doubt memorable aspect trip exquisite meal wright night chef dined dozens countries surely meals eaten impeccable service quite like biltmore hard time blaming hotel patrons rooms book lot groups conventions schools sure return eat "
"1511","architecture great usercenteredness low really hard complain biltmore pheonix really lovely live interesting architecture lovely surroundingshaving just concluded nights business trip observation familir prairie school know rooms lovely balconies useless blacony shared making impossible open drapes dressed fresh air ca nt sleep door open risking walking room obviously hard change architecture complaint az love fresh air private balcony let enjoy surroundings biltmore sleep ac drapes closed ick ultimately prefer fairmont scottsdale princess phoenician going spend kind money fancy room able use balcony easily "
"1512","relaxation biltmore recently visited biltmore second time stayed classic room arizona wing room spacious clean bathroom huge amenities nice beds extremely comfortable fluffy white duvets pillows felt service excellent arrived room ready hours check time great service restaurants bars ate poolside restaurant biltmore grill dinner breakfast visited lounge evening resort maintained grounds gorgeous gardens beautiful flowerswe used spa took classes offered power walk upper body conditioning class charge class little ridiculous charge night resort fee hiked squaw peak better paying pp guide resort felt spa treatments just ok nothing spectacularall love resort year great place relax sun beautiful setting "
"1513","watch scorpions ouch recently stayed arizona biltmore time annual visit pheonix auctions mistake inept checkin personnel kept creditcard initial room night lights heating nt work requested nonsmoking building cigarette smoke filling room story nt improve highlight stay new room fourth floor bitten neck bed scorpion critter worse bee sting came ventilation told overall compensation high price second rate rooms far superior hotels pheonix favor stay away place "
"1514","enjoyed biltmore husband just spent week biltmore staying room valley wing nice large kept room overlooking smaller pool convention rate floor rooms balconies prepared extra charges billing correct hotel architectural delight grounds lovely staff pleasant took gratis architectural tour hotel grounds extremely nathan lead concierge year employee tipped hand desk clerk felt bit defensive registered calmed reasonable room questions apparently rooms different size ammendities probably real set confusiondisappointment large hotel like sister property grand waliea need conventions profitable really loved wright restaurant grill pool cafes good maid great job hope got extra charged day left attention heat nt functioning dealt quickly pleasant fellows given late check pm extra charges let park rented motorcycle valet lot self parking pain mentioned earlier carpeting room spots took days notice sheets towels robes excellent loved desert flower shampoo occasionally uncaring lackluster service exception rule phoenix really low unemployment pool outside windown pretty noisy day high energy team building stuff glad napping concierge staff great helping wonderous barrio cafe le grande orange grocery desert botanical garden loved area biltmore actually mature neighborhood trees nurtured biltmore giant overbuilding phoenix good place visit expensive iconic property frank lloyd wright influences interesting history "
"1515","need tender loving care recently stayed biltmore boyfriend corporate retreat grounds expansive little confusing actually got lost time way hotel room amenities enjoyed services spa fine tennis great try jas best instructor golf course great disappointed rooms serviceour room original cottages little things annoying scuffed walls peeling paint ceiling shower biggest problem bugs big cockroaches unidentified bug days thre gap door moved new suite wastebasket littered dirty qtips arrived nt company paying nt complain upset stayed dime esp conferencesgroups meeting big loud parties "
"1516","come architecture nt stay architecture interesting charge far better resorts try phoenician princessthe atmosphere oversized motel hallways buildings look smell like motel rooms upscale motel bathroom ok like walltowall plastic furnishing sparse room overall designm including light fixtures poorly thought bed comfortable points comfortable bed days tv hbo showtimethey nickel dime service rude indifferentfrank lloyd wright turning grave "
"1517","best best phoenix say stay biltmore truly wonderful experience moment walked door till moment left delight family postings dreary place bug problems far fact beautiful gardens yes aug activities kids room food notch staff attentive request met matter minutes travel quite bit stay star resorts time say best yes pricey luxury resort postings use staying places like wouldnt issue booked reservation spring spend easter "
"1518","scorpion stings quite disappointed arrival research thoroughly rooms spacious brown dull like spa resort opinion frank lloyd wright thing food excellent food beverage day stay nt drink second night hanging hot tub main pool husband stung scorpioni pregnant nervous venom manager just acted pretty nonchalant thing ruined evening plans order room service person bothered morning ok stings affect area stung entire nervous movement throat vision cried sleep hurt bad lighting signs warning possibility st louis nt realize happen entire trip just downer "
"1519","excellent hotel hill got room priceline bid paid price turned great place stay money paid lesser hotel got ta love priceline hotel centrally located quick walk union square tons restaurants it„á„© classy place catering people money nicer intimate fairmout street business traveler connection internet quite expensive internet caf‚è‚ë„Ñ closeby tried emails minutes sheesh room big huge just right person beds great terrific linens bathrooms clad marble th floor hotel away street noise quiet room looked bay transamerica tower wasn„á„© like looking wall building nob hill walked sears fine foods breakfast day walking steep hill worked delicious pancakes french toast taken cable car block hotel really liked clock radio cd player built bring music definitely stay price rightthe hill steep can„á„© walk try close downtown walking hill exercise "
"1520","love mark hopkins just returned days ago day stay mark hopkins nice hotel finest stayed bed perfect high quality linens mattress pillows comfortable great nights sleep sick cold desk helpful finding needed food mark place floor fantastic veiw san francisco food good breakfast expensive perfect early morning sun water sky line worth colors calm elegant service truly expect hotel price range trip san francisco traveled beleive overlooked gem city cable car california line runs hotel china town eat great eastern jackson best mongolian beef taste bad cold extra expense stay mark hopkins "
"1521"," star service attitude family small children usually star hotels small boutique hotel dont let feel welcome booked hotel saw travel channel room good size clean bed comfy hotel older think ac just blew room love size bathroom improved toiletries aside love place star concierge star attitude asked information shuttle fishermen wharf didnt make reservation arrived lobby decided change plan hotel shuttle conciege greeted said limo reserved mind reservation limo came minute chauffer greeted introduce gave bit history place going just looking luxury hotel plenty sf price tag mark hopkins tops chart customer service train friendly staff felt like home "
"1522","beautiful hotel elegance history experience smooth professional start finish person booked room phone eloquent professional helpful arrived doormen bellmen desk staff wait staff professional inviting room clean neat wellstocked older building musty dusty smell drink legendary mark enjoyed sip love older hotels charm perfect stay "
"1523","stay street fairmont nice fairmont guy desk checked argued told used parking facilitiy sooooo expensive charge told check surveillance tape trust left feeling mad way exit vacation san francisco walls paperthin hear couple door loud relations morning embarrassing kid "
"1524","ok old fashioned good way set stay sf days wanted nice based friend recommended mark hopkins bookedon checkin told upgraded business room meant room big pointless faxprinter usb connection pretty useless free internet access wonder exactly businesslike itviews th floor ok room building hear trams doorman whistling cabs day long single glazed windows shut properly great ventilation need aircon lousy blocking noisemy room opposite lifts ice machine noisy staybathroom poorly laid infuriatingly shallow american style shower bath realize americans prefer shower want bath actually soak enjoy proper bath nt bother good shower stall ugly marble luxury bathroom make low shower pressure heard guest complain just problem roombed comfy apart noise decent night sleepgeneral service standard afraid late riser caused havoc housekeeping managed change bed day eventually left noone got restocking minibari consider checking early moving different hotel prepaid order better internet rate doh wanting avoid hassle confrontation stayed putin summary great location old fashioned charming expect hotel ranking "
"1525","beautiful view hill street grace cathedral view spectacular room hotel barrestaurant staff friendly helpful knowledge staff came advice nt great depend ask stay probably prefer central place block trolley pickup heads fisherman wharf chinatown rode piece decided took taxi "
"1526","elegant hotel good service great breakfast location stayed mark hopkins nights april enjoyable stay entrance lobby hotel elegant service checkin ok receptionist effective bit attentive friendly general pleased service hotel reviewers complained wait long time elevator arrive experienced problem howeverour room deluxe corner room floor quite nice good view northern city difference size classic room deluxe room quite minimal parentsinlaw brother stayed hotel stayed classic rooms usually deluxe rooms better views classic rooms bath room nice included large tub little son enjoyed knob shower tiptop condition night arrived wife wanted shower used type knob pulled wrong direction resulted knob braking clearly glue inside knob time happened desk immediately sent plummer fix problem negative aspect rooms quite poorly sound isolated pointed couple occasions clearly hear tv program neighbour watching nice surprise breakfast served topofthemark bar hotel fantastic degree view city service quality range food served good location hotel opinon perfect nob hill rooms good views takes minutes walk union square chinatown nice park huntington park just meters hotel childrens playground "
"1527","royal ambassador stay average royal ambassador highest level priority club expected jr suite upgrade luck spoke desk stay linen service suites weekend hard believe room affected room prices high hotel dated parking ridiculous internet service plus tax disincentive sunday paper deliverd royal ambassador let buy copy desk deliver room service stay unless confirm suite adavance wise rooms small outdated oh yes dont lose check wont fax copy written request nice service "
"1528"," worth price lobby grand mark rooms nt really luxurious number boutique europeanstyle hotels union square cost "
"1529","lacking service second stay mark stayed corner suite longweekend late janaury service lacking concierge bell service room fine pricey lack thereof elevator lines long nt room near elevator mark experience view drink prices high expected lot dining walking distance hill views great upper floor rooms need cable car cab dinners lower rooms cable car vibration noise checkout lines long staff really task desk comes speed saturday try market ferry building "
"1530","best city gem hotel gem city atop nob hill excellent views makes san francisco wonderful short walk china town financial district union square rooms old world charm hard match mark truly unique restaurant breakfast buffet way overpriced consider view complaint bathrooms smalli chuckled review praised views critical hotel hilltop location "
"1531"," bad read negative reviews got bit nervous stay fine exactly paid classy older styled kept star hotel great town complaints stand compliments decent stay "
"1532","lovely weekend stay historic hotel stayed president day weekend birthday surprise girlfriend enjoyable memorablethe hotel wonderful location nob hill upgraded upper floor room city view beat valet service checkin friendly efficient package details clearly spelled snafu bags ended downstairs room nicely appointed clean room size fairly small surprising older hotel adequate people elevators bit slow acceptable considering property years oldthe mark great late evening drinks kids allowed drinks average proper dress expected wonderful nighttime views city breakfast outstanding high quality buffet panaromic views stretching downtown alcatraz golden gate bridge cable car stop outside looking steep walk union square real killer walk powell california street checkout bit slow charges clearly explained unlike earlier posters problems maybe helps intercontinental member car waiting outside delayoverall like place history class great place stay package value received outstanding great room parking breakfast value included classic architecture romantic history fabulous view wonderful city make memorable stay "
"1533","plush comfortable stayed nights mark hopkins fantastic value got lovely room night travelocity previously stayed dodgier places trip hotel felt luxurious marble bathrooms plush room decor unlike previous reviewer nt lots good places eat nob hill area instead went union square area enjoy hustle nightlife cablecar ride hill slightly tipsy speaking getting tipsy stay venture mark cocktail try garden eden v v potent try imagine pacificbound service men ww drink loved ones bar real atmosphere history "
"1534","positive negative just returned weeklong vacation san francisco overall experience mark hopkins positive nice stay hotel location great able walk ferry building sfmoma union square chinatown various restaurants hotel staff friendly helpful room th floor little small balcony clean nice rate reasonable included breakfast morning mark hopkins giant hotel felt inviting comfortable right start son little bummed swimming pool knew advance parking hotel expensive package forget rental car walked excursions hailed cab needed worked usthe mark small restaurant bar great views foggy breakfast included package able enjoy view morning lunch day menu limited pricey average enjoyed lunch ferry building weekend got check farmer market peaches delicious market mark hopkins blow away service accommodations amenities treated nicely comfortable absolutely loved san francisco felt mark hopkins added overall experience location friendly staff "
"1535","book wife visited san francisco time end anniversary trip california mark hopkins icing cake room luxurious views golden gate bridge alcatraz grace catheral beat staff extremely nice bellmen helpful nt miss fantastic breakfast buffet mark expensive sf prices view service variety servings beat hotel central location downside drive thise hills immediately turned rental car couple blocks away arriving hotel need drive sf great public transportation booked room tripadvisor reading great copmments hotel th floor room hotel placed tasty complimentary chocolates fruits room night hotel saw previous poster complained staff staff nicer accomodating dressed jeans "
"1536","room view yaer sf draw high prices centrally located good hotels pleased room site expecting nt best rooms price surprised got room high floor breathtaking bayview comparing rooms fireescape plan roomdoor largest cornerrooms floor definitely worth furnishing real antiques tasteful stilish speak marvellous bath felt like museum royal house room featured modern amenities expect highclass establishement course clean smelled good staff warm helpful welcoming hotel big crowded staff attentiv treated individually great personal touch feel welcome house outside hotel chic neighbourhood despite beeing centraly locate area calm housekeeping efficient perfect job employees absolutely miss visit marks restaurant altough knew view room better movie seen san francisco place hotel lies bit rest sets past good old days little facelift amiss breakfeast buffet sumptuous great treat reasonable price little flaw food cooked items hot anymore maybe hot items containers stay mark hopkins wonderful experience felt like good old times historic house built definitiely recommend hotel visting sf especially european tourists feel better hands historic palazzo residentail area businesss hotel downtown "
"1537","wish stayed longer spent wonderful nights january highschool daughter got room club privileges room beautifully appointed queen beds view bay terrific amenities nice including shoe shine service penhaligon toiletries seen incredibly comfortable mattresses club privileges outstanding highly recommend night pm daughter visit club snacks wine coke perrier cheeses hot appetizers played backgammon gin rummey dinner staff helpful recommendations suggest kuleto powell yabbi seafood house cheesecake factory union square car took minutes time retrieve stay visit stayed inn union square fairmont sir francis drake nikko favorite "
"1538","star nice hotel admit disappointed reputation higherend choice like ritz carlton park hyatt frankly reminds nice hilton marriot nothing nothing maybe elegance starts suites standard rooms just standard certainly recommend hotel looking nice place stay looking splurge probably look nob hill fantastic way great setting hotel "
"1539","elegant spectacular spent nights meeting room clean comfortable overall nice staff excellent atmosphere posh absolute comfort w san francisco nicer "
"1540","wonderful elegant hotel just completed weekend stay mark hopkins hotel beautiful classic elegant architectural landmark booked online using weekend package included upgrade minisuite turned gorgeous room suite separate living area sofa upholstered chairs dining table chairs hallway beautiful bath bedroom like staying elegant tastefully decorated manor robes provided penhaligon products bathroom lovely room clean clean clean furniture upholstery carpeting draperies highest quality like new desk staff extremely polite helpful granted late check request pleasure head housekeeping lobby morning personally came inquire stay lovely personable gave business card need celebrity weatlhy rate included breakfast buffet held mark sundays held peacock room lobby buffet tasty fresh bountiful dollars pay worth considering included coffee orange juice folks breakfast hotel city nt going stayed luxury hotels ranks right pay luxury night nt cheap means worth "
"1541","great location lovely room really liked hotel good service great room helpful staff spa great yoga class great californian lovely bar "
"1542","gracious elegant husband recently spent nights huntington hotel best small hotels stayed trip pleasure nob hill location provides central access areas city ambiance hotel public areas hotel rooms understated elegant staff nt gracious accomodating enjoyed using facilities nob hill spa attached hotel stay stay plan book massage dined hotel restaurant big good especially enjoyed pianist adjacent lounge hotel reminds stanhope hotel manhattan stayed years ago think hotel converted private apartments "
"1543","loved huntington we„á„©‚ùe come huntington initial stay months ago like homecoming„á„Æ„¢veryone knows truly diamond hotel old world style gracious rooms ultimate location integrity wellseasoned staffthis hotel excells hotels falter restaurant department tell clients local inhabitants„á„Æhey know good place eat restaurant fare flexible best hamburgers want order favorite lamb stew weren„á„© wonderful pianist nights believe years loyal following course formal dining room treat highly recommend hotel traveler wanting little special it„á„© just little special "
"1544","exceptional oasis old world charm huntington hotel exceptional establishment nob hill spa truly welcomed oasis hustle bustle city staff helpful efficient rooms impecably designed try luxurious suites favorite hotels country "
"1545","loved huntington recently stayed huntington hotel trip girlfriends happily surprised quaint decor elegant atmosphere hungtington historic location staff friendly accomodating accomodations just pleasant "
"1546","perfect place lived san francisco years wanted wellpriced downtown location requested received upper floor room view high floor view union square perfect room small clean large closet desk sitting area regular sized bathroom staff terrific location unbeatable definitely stay visit fell asleep woke wonderful sound cable car bells home know city beat price location highly recommend "
"1547","fantastic location right union square fantastic location right union square cable car route nt stay expecting facilities gym room clean comfortable bathroom small free internet lobby tourist booth convenient certainly stay "
"1548","great place stay union square stayed chancellor hotel union square st th aug conference grand hyatt really enjoyed itcheck easy friendly requested refrigerator room based ta reviews„á really useful room really comfortable people walkin closet really expanded space store suitcases bump asked topmost floor overlooking union square based ta reviews glad choice nt bothered traffic noise fact music filtering evening union square really charming sound cable cars engines nt bad disturb sleepbathroom slightly smaller size big used time wished used comfortable bathtub rubber duck hotel lobby intimate cosy welcome coming cool tiring day freshly baked cookies different types baked everyday chocolate chip raisin coffee apples appreciated infact day starbucks nt really feel need coffee usually obsess coffee really liked hate saying location location location location great just right union square hop cafes diners small bistros delis cable car stop right convenient conference also just block acrossstaff rory steve guys reception helpful question use business center print boarding cards picking fedex calling came helpfulluquesfilling breakfast cheerful staff especially nancy breakfast day conference really good bacon usually salty eat occasional nonvegetarian like enjoyed wife veggie menu felt breakfast oksmell know somebody mentioned smell lobby nt really notice smell nice smell popcorn funny smell passage outside room just minor point really big issue room comfortable non smelly location cant beatenwould come yes heartbeat just loved san francisco convenience homely feel chancellor lot "
"1549","location location location just returned night stay chancellor loved location superb shops cafes cable cars doorstep union square street yes room bathroom small freshly decorated spotlessly clean bed comfy nice soft pillows able checkin hours early handy given quiet room hotel meant heard street noise just door tv caught cab airport used hotelrecommended shuttlebus service lorrie shuttle way probably use ways time cheaper cab book directly hotel web sitethe hotel facilities great small bar foyer pleasant cafe breakfast lunch guest printer flight checkins staff helpfulthe oneday muni passes good value public transport freedom jump cable cars buy tour desk cash san fran loved chancellor "
"1550","great location terrific staff stayed chancellor recommendation friend reservations directly hotel rates easily comparable available hotel located close union square cable car line easy public transportationone desk clerks went way helpful quite grateful received unexpected gift just left saturday evening way home desiree r took ups store monday morning arrangements shipped think desk clerk duty kind service hope typical employeeswe certainly recommend chancellor hotel friends traveling san francisco "
"1551","outstanding hotel stayed nights october th th trip served birthday celebration wife patriots fans travelled play ers emailed wes ahead time let know theme trip west staff welcoming bottle wine throw blanket ers thought counts picture frame present wife hotel advertised highly recommend hotel wants centrally located experience customer service best thank wes feel welcome "
